START OF DATA	click_dophin	click_porpoise
20/07/2006  16:59	0	0	
20/07/2006  17:59	3	1	
20/07/2006  18:59	0	0	
20/07/2006  19:59	0	0	
20/07/2006  20:59	0	0	
20/07/2006  21:59	0	0	
20/07/2006  22:59	0	0	
20/07/2006  23:59	4	0	
21/07/2006  00:59	0	0	
21/07/2006  01:59	0	0	
21/07/2006  02:59	0	0	
21/07/2006  03:59	0	0	
21/07/2006  04:59	0	1	
21/07/2006  05:59	3	2	
21/07/2006  06:59	2	1	
21/07/2006  07:59	0	0	
21/07/2006  08:59	2	0	
21/07/2006  09:59	0	0	
21/07/2006  10:59	0	0	
21/07/2006  11:59	0	0	
21/07/2006  12:59	0	0	
21/07/2006  13:59	0	0	
21/07/2006  14:59	0	0	
21/07/2006  15:59	0	0	
21/07/2006  16:59	1	2	
21/07/2006  17:59	0	0	
21/07/2006  18:59	0	0	
21/07/2006  19:59	0	0	
21/07/2006  20:59	0	0	
21/07/2006  21:59	0	0	
21/07/2006  22:59	0	0	
21/07/2006  23:59	0	1	
22/07/2006  00:59	3	0	
22/07/2006  01:59	0	0	
22/07/2006  02:59	0	0	
22/07/2006  03:59	0	0	
22/07/2006  04:59	0	0	
22/07/2006  05:59	0	0	
22/07/2006  06:59	1	2	
22/07/2006  07:59	3	0	
22/07/2006  08:59	0	0	
22/07/2006  09:59	0	0	
22/07/2006  10:59	1	0	
22/07/2006  11:59	0	0	
22/07/2006  12:59	0	0	
22/07/2006  13:59	0	0	
22/07/2006  14:59	0	0	
22/07/2006  15:59	0	0	
22/07/2006  16:59	0	0	
22/07/2006  17:59	1	1	
22/07/2006  18:59	0	0	
22/07/2006  19:59	2	0	
22/07/2006  20:59	4	0	
22/07/2006  21:59	0	0	
22/07/2006  22:59	2	2	
22/07/2006  23:59	0	0	
23/07/2006  00:59	0	0	
23/07/2006  01:59	0	0	
23/07/2006  02:59	0	0	
23/07/2006  03:59	0	0	
23/07/2006  04:59	0	0	
23/07/2006  05:59	0	0	
23/07/2006  06:59	0	0	
23/07/2006  07:59	2	0	
23/07/2006  08:59	0	0	
23/07/2006  09:59	1	0	
23/07/2006  10:59	0	0	
23/07/2006  11:59	3	1	
23/07/2006  12:59	0	0	
23/07/2006  13:59	0	0	
23/07/2006  14:59	0	0	
23/07/2006  15:59	0	0	
23/07/2006  16:59	0	0	
23/07/2006  17:59	1	0	
23/07/2006  18:59	0	0	
23/07/2006  19:59	0	0	
23/07/2006  20:59	0	0	
23/07/2006  21:59	0	0	
23/07/2006  22:59	0	0	
23/07/2006  23:59	0	0	
24/07/2006  00:59	1	0	
24/07/2006  01:59	0	0	
24/07/2006  02:59	1	0	
24/07/2006  03:59	0	0	
24/07/2006  04:59	0	0	
24/07/2006  05:59	1	0	
24/07/2006  06:59	0	0	
24/07/2006  07:59	0	0	
24/07/2006  08:59	0	0	
24/07/2006  09:59	0	0	
24/07/2006  10:59	0	0	
24/07/2006  11:59	0	0	
24/07/2006  12:59	0	0	
24/07/2006  13:59	0	0	
24/07/2006  14:59	0	0	
24/07/2006  15:59	0	0	
24/07/2006  16:59	0	0	
24/07/2006  17:59	1	1	
24/07/2006  18:59	0	0	
24/07/2006  19:59	0	0	
24/07/2006  20:59	0	0	
24/07/2006  21:59	1	1	
24/07/2006  22:59	0	0	
24/07/2006  23:59	0	2	
25/07/2006  00:59	0	0	
25/07/2006  01:59	0	0	
25/07/2006  02:59	0	0	
25/07/2006  03:59	0	0	
25/07/2006  04:59	0	0	
25/07/2006  05:59	0	0	
25/07/2006  06:59	0	0	
25/07/2006  07:59	0	0	
25/07/2006  08:59	0	0	
25/07/2006  09:59	2	0	
25/07/2006  10:59	0	0	
25/07/2006  11:59	1	1	
25/07/2006  12:59	0	0	
25/07/2006  13:59	0	0	
25/07/2006  14:59	2	0	
25/07/2006  15:59	0	0	
25/07/2006  16:59	0	0	
25/07/2006  17:59	0	0	
25/07/2006  18:59	0	0	
25/07/2006  19:59	0	0	
25/07/2006  20:59	0	0	
25/07/2006  21:59	0	0	
25/07/2006  22:59	3	0	
25/07/2006  23:59	0	0	
26/07/2006  00:59	0	0	
26/07/2006  01:59	0	0	
26/07/2006  02:59	4	0	
26/07/2006  03:59	9	0	
26/07/2006  04:59	0	0	
26/07/2006  05:59	0	0	
26/07/2006  06:59	0	0	
26/07/2006  07:59	0	0	
26/07/2006  08:59	1	0	
26/07/2006  09:59	1	0	
26/07/2006  10:59	0	0	
26/07/2006  11:59	0	0	
26/07/2006  12:59	0	0	
26/07/2006  13:59	0	0	
26/07/2006  14:59	0	0	
26/07/2006  15:59	0	0	
26/07/2006  16:59	0	0	
26/07/2006  17:59	2	0	
26/07/2006  18:59	1	0	
26/07/2006  19:59	1	0	
26/07/2006  20:59	0	0	
26/07/2006  21:59	0	0	
26/07/2006  22:59	1	0	
26/07/2006  23:59	0	0	
27/07/2006  00:59	0	0	
27/07/2006  01:59	0	0	
27/07/2006  02:59	0	0	
27/07/2006  03:59	0	0	
27/07/2006  04:59	0	0	
27/07/2006  05:59	3	0	
27/07/2006  06:59	0	0	
27/07/2006  07:59	0	0	
27/07/2006  08:59	0	0	
27/07/2006  09:59	0	0	
27/07/2006  10:59	0	0	
27/07/2006  11:59	1	0	
27/07/2006  12:59	3	1	
27/07/2006  13:59	0	0	
27/07/2006  14:59	0	0	
27/07/2006  15:59	0	0	
27/07/2006  16:59	0	0	
27/07/2006  17:59	0	0	
27/07/2006  18:59	0	0	
27/07/2006  19:59	0	0	
27/07/2006  20:59	0	0	
27/07/2006  21:59	0	0	
27/07/2006  22:59	0	0	
27/07/2006  23:59	0	0	
28/07/2006  00:59	0	0	
28/07/2006  01:59	0	0	
28/07/2006  02:59	0	0	
28/07/2006  03:59	0	0	
28/07/2006  04:59	0	0	
28/07/2006  05:59	0	0	
28/07/2006  06:59	0	0	
28/07/2006  07:59	0	0	
28/07/2006  08:59	1	0	
28/07/2006  09:59	0	0	
28/07/2006  10:59	0	0	
28/07/2006  11:59	0	0	
28/07/2006  12:59	0	0	
28/07/2006  13:59	0	0	
28/07/2006  14:59	0	0	
28/07/2006  15:59	0	0	
28/07/2006  16:59	0	0	
28/07/2006  17:59	1	0	
28/07/2006  18:59	0	0	
28/07/2006  19:59	0	0	
28/07/2006  20:59	0	0	
28/07/2006  21:59	0	0	
28/07/2006  22:59	0	0	
28/07/2006  23:59	0	0	
29/07/2006  00:59	0	0	
29/07/2006  01:59	2	1	
29/07/2006  02:59	0	0	
29/07/2006  03:59	0	0	
29/07/2006  04:59	5	0	
29/07/2006  05:59	1	0	
29/07/2006  06:59	0	0	
29/07/2006  07:59	0	0	
29/07/2006  08:59	1	0	
29/07/2006  09:59	0	0	
29/07/2006  10:59	0	0	
29/07/2006  11:59	0	0	
29/07/2006  12:59	0	0	
29/07/2006  13:59	0	0	
29/07/2006  14:59	0	1	
29/07/2006  15:59	1	0	
29/07/2006  16:59	0	0	
29/07/2006  17:59	0	0	
29/07/2006  18:59	0	0	
29/07/2006  19:59	0	0	
29/07/2006  20:59	0	0	
29/07/2006  21:59	0	0	
29/07/2006  22:59	1	1	
29/07/2006  23:59	14	0	
30/07/2006  00:59	1	2	
30/07/2006  01:59	0	0	
30/07/2006  02:59	0	0	
30/07/2006  03:59	0	0	
30/07/2006  04:59	1	1	
30/07/2006  05:59	0	0	
30/07/2006  06:59	0	0	
30/07/2006  07:59	0	0	
30/07/2006  08:59	0	0	
30/07/2006  09:59	0	0	
30/07/2006  10:59	0	0	
30/07/2006  11:59	0	0	
30/07/2006  12:59	0	0	
30/07/2006  13:59	1	0	
30/07/2006  14:59	0	0	
30/07/2006  15:59	0	0	
30/07/2006  16:59	0	0	
30/07/2006  17:59	0	0	
30/07/2006  18:59	0	0	
30/07/2006  19:59	1	0	
30/07/2006  20:59	0	0	
30/07/2006  21:59	1	3	
30/07/2006  22:59	0	0	
30/07/2006  23:59	0	0	
31/07/2006  00:59	0	0	
31/07/2006  01:59	0	0	
31/07/2006  02:59	0	0	
31/07/2006  03:59	0	0	
31/07/2006  04:59	0	0	
31/07/2006  05:59	0	0	
31/07/2006  06:59	0	0	
31/07/2006  07:59	0	0	
31/07/2006  08:59	0	0	
31/07/2006  09:59	0	0	
31/07/2006  10:59	0	0	
31/07/2006  11:59	0	0	
31/07/2006  12:59	0	0	
31/07/2006  13:59	0	0	
31/07/2006  14:59	0	0	
31/07/2006  15:59	1	1	
31/07/2006  16:59	0	0	
31/07/2006  17:59	0	0	
31/07/2006  18:59	3	0	
31/07/2006  19:59	0	0	
31/07/2006  20:59	0	0	
31/07/2006  21:59	0	0	
31/07/2006  22:59	1	1	
31/07/2006  23:59	0	0	
1/08/2006  00:59	0	0	
1/08/2006  01:59	1	1	
1/08/2006  02:59	0	0	
1/08/2006  03:59	0	0	
1/08/2006  04:59	0	0	
1/08/2006  05:59	0	0	
1/08/2006  06:59	0	0	
1/08/2006  07:59	0	0	
1/08/2006  08:59	0	0	
1/08/2006  09:59	0	0	
1/08/2006  10:59	3	1	
1/08/2006  11:59	0	1	
1/08/2006  12:59	0	1	
1/08/2006  13:59	2	0	
1/08/2006  14:59	0	0	
1/08/2006  15:59	2	0	
1/08/2006  16:59	6	3	
1/08/2006  17:59	0	1	
1/08/2006  18:59	1	0	
1/08/2006  19:59	0	0	
1/08/2006  20:59	0	0	
1/08/2006  21:59	0	0	
1/08/2006  22:59	0	0	
1/08/2006  23:59	0	0	
2/08/2006  00:59	1	0	
2/08/2006  01:59	0	0	
2/08/2006  02:59	1	0	
2/08/2006  03:59	0	0	
2/08/2006  04:59	0	0	
2/08/2006  05:59	1	1	
2/08/2006  06:59	0	0	
2/08/2006  07:59	0	0	
2/08/2006  08:59	0	0	
2/08/2006  09:59	0	0	
2/08/2006  10:59	0	0	
2/08/2006  11:59	0	0	
2/08/2006  12:59	0	0	
2/08/2006  13:59	0	0	
2/08/2006  14:59	0	0	
2/08/2006  15:59	0	0	
2/08/2006  16:59	0	0	
2/08/2006  17:59	0	0	
2/08/2006  18:59	0	0	
2/08/2006  19:59	4	1	
2/08/2006  20:59	8	1	
2/08/2006  21:59	1	2	
2/08/2006  22:59	0	0	
2/08/2006  23:59	0	0	
3/08/2006  00:59	2	0	
3/08/2006  01:59	0	0	
3/08/2006  02:59	1	0	
3/08/2006  03:59	0	0	
3/08/2006  04:59	0	0	
3/08/2006  05:59	0	0	
3/08/2006  06:59	1	0	
3/08/2006  07:59	0	0	
3/08/2006  08:59	0	0	
3/08/2006  09:59	0	0	
3/08/2006  10:59	0	0	
3/08/2006  11:59	0	0	
3/08/2006  12:59	0	0	
3/08/2006  13:59	0	0	
3/08/2006  14:59	0	1	
3/08/2006  15:59	0	0	
3/08/2006  16:59	0	0	
3/08/2006  17:59	3	0	
3/08/2006  18:59	1	0	
3/08/2006  19:59	1	0	
3/08/2006  20:59	1	0	
3/08/2006  21:59	0	0	
3/08/2006  22:59	0	0	
3/08/2006  23:59	0	0	
4/08/2006  00:59	0	0	
4/08/2006  01:59	0	0	
4/08/2006  02:59	0	0	
4/08/2006  03:59	1	0	
4/08/2006  04:59	0	0	
4/08/2006  05:59	0	0	
4/08/2006  06:59	0	0	
4/08/2006  07:59	0	0	
4/08/2006  08:59	1	0	
4/08/2006  09:59	3	2	
4/08/2006  10:59	0	0	
4/08/2006  11:59	0	0	
4/08/2006  12:59	0	0	
4/08/2006  13:59	0	0	
4/08/2006  14:59	0	0	
4/08/2006  15:59	0	0	
4/08/2006  16:59	1	0	
4/08/2006  17:59	0	0	
4/08/2006  18:59	0	0	
4/08/2006  19:59	0	0	
4/08/2006  20:59	1	1	
4/08/2006  21:59	3	0	
4/08/2006  22:59	0	0	
4/08/2006  23:59	0	0	
5/08/2006  00:59	0	0	
5/08/2006  01:59	0	0	
5/08/2006  02:59	0	0	
5/08/2006  03:59	1	0	
5/08/2006  04:59	0	0	
5/08/2006  05:59	0	0	
5/08/2006  06:59	0	1	
5/08/2006  07:59	0	0	
5/08/2006  08:59	0	0	
5/08/2006  09:59	0	0	
5/08/2006  10:59	0	0	
5/08/2006  11:59	0	0	
5/08/2006  12:59	0	0	
5/08/2006  13:59	0	0	
5/08/2006  14:59	0	0	
5/08/2006  15:59	0	0	
5/08/2006  16:59	0	0	
5/08/2006  17:59	0	0	
5/08/2006  18:59	0	0	
5/08/2006  19:59	0	0	
5/08/2006  20:59	0	0	
5/08/2006  21:59	0	0	
5/08/2006  22:59	0	0	
5/08/2006  23:59	0	0	
6/08/2006  00:59	0	0	
6/08/2006  01:59	0	0	
6/08/2006  02:59	0	0	
6/08/2006  03:59	0	0	
6/08/2006  04:59	0	0	
6/08/2006  05:59	0	0	
6/08/2006  06:59	5	0	
6/08/2006  07:59	6	0	
6/08/2006  08:59	5	0	
6/08/2006  09:59	0	0	
6/08/2006  10:59	0	0	
6/08/2006  11:59	0	0	
6/08/2006  12:59	2	0	
6/08/2006  13:59	6	1	
6/08/2006  14:59	1	1	
6/08/2006  15:59	0	0	
6/08/2006  16:59	0	0	
6/08/2006  17:59	0	0	
6/08/2006  18:59	0	0	
6/08/2006  19:59	0	0	
6/08/2006  20:59	2	1	
6/08/2006  21:59	0	0	
6/08/2006  22:59	1	0	
6/08/2006  23:59	0	0	
7/08/2006  00:59	12	4	
7/08/2006  01:59	4	0	
7/08/2006  02:59	0	0	
7/08/2006  03:59	0	0	
7/08/2006  04:59	0	0	
7/08/2006  05:59	0	0	
7/08/2006  06:59	0	0	
7/08/2006  07:59	0	0	
7/08/2006  08:59	0	0	
7/08/2006  09:59	0	0	
7/08/2006  10:59	0	0	
7/08/2006  11:59	0	0	
7/08/2006  12:59	1	0	
7/08/2006  13:59	1	0	
7/08/2006  14:59	3	0	
7/08/2006  15:59	0	0	
7/08/2006  16:59	0	0	
7/08/2006  17:59	0	0	
7/08/2006  18:59	0	0	
7/08/2006  19:59	0	0	
7/08/2006  20:59	3	0	
7/08/2006  21:59	0	1	
7/08/2006  22:59	0	0	
7/08/2006  23:59	2	0	
8/08/2006  00:59	0	0	
8/08/2006  01:59	0	0	
8/08/2006  02:59	0	0	
8/08/2006  03:59	0	0	
8/08/2006  04:59	0	0	
8/08/2006  05:59	0	0	
8/08/2006  06:59	1	0	
8/08/2006  07:59	4	0	
8/08/2006  08:59	0	0	
8/08/2006  09:59	0	0	
8/08/2006  10:59	0	0	
8/08/2006  11:59	0	0	
8/08/2006  12:59	0	0	
8/08/2006  13:59	0	0	
8/08/2006  14:59	0	0	
8/08/2006  15:59	0	0	
8/08/2006  16:59	0	0	
8/08/2006  17:59	0	0	
8/08/2006  18:59	0	0	
8/08/2006  19:59	0	0	
8/08/2006  20:59	2	0	
8/08/2006  21:59	3	0	
8/08/2006  22:59	0	0	
8/08/2006  23:59	0	0	
9/08/2006  00:59	0	0	
9/08/2006  01:59	0	0	
9/08/2006  02:59	0	0	
9/08/2006  03:59	3	0	
9/08/2006  04:59	0	0	
9/08/2006  05:59	0	0	
9/08/2006  06:59	0	0	
9/08/2006  07:59	0	0	
9/08/2006  08:59	0	0	
9/08/2006  09:59	0	0	
9/08/2006  10:59	0	0	
9/08/2006  11:59	0	0	
9/08/2006  12:59	0	0	
9/08/2006  13:59	0	0	
9/08/2006  14:59	0	0	
9/08/2006  15:59	0	0	
9/08/2006  16:59	0	0	
9/08/2006  17:59	0	0	
9/08/2006  18:59	0	0	
9/08/2006  19:59	0	0	
9/08/2006  20:59	1	0	
9/08/2006  21:59	3	0	
9/08/2006  22:59	0	0	
9/08/2006  23:59	0	0	
10/08/2006  00:59	0	0	
10/08/2006  01:59	0	0	
10/08/2006  02:59	5	0	
10/08/2006  03:59	0	0	
10/08/2006  04:59	0	0	
10/08/2006  05:59	1	0	
10/08/2006  06:59	1	1	
10/08/2006  07:59	0	0	
10/08/2006  08:59	0	0	
10/08/2006  09:59	0	0	
10/08/2006  10:59	6	0	
10/08/2006  11:59	0	0	
10/08/2006  12:59	0	0	
10/08/2006  13:59	0	0	
10/08/2006  14:59	0	0	
10/08/2006  15:59	0	0	
10/08/2006  16:59	0	0	
10/08/2006  17:59	0	0	
10/08/2006  18:59	0	0	
10/08/2006  19:59	0	0	
10/08/2006  20:59	0	0	
10/08/2006  21:59	0	0	
10/08/2006  22:59	5	1	
10/08/2006  23:59	3	0	
11/08/2006  00:59	1	1	
11/08/2006  01:59	1	0	
11/08/2006  02:59	8	3	
11/08/2006  03:59	0	0	
11/08/2006  04:59	1	0	
11/08/2006  05:59	0	0	
11/08/2006  06:59	0	0	
11/08/2006  07:59	0	0	
11/08/2006  08:59	0	0	
11/08/2006  09:59	1	0	
11/08/2006  10:59	5	0	
11/08/2006  11:59	3	0	
11/08/2006  12:59	3	0	
11/08/2006  13:59	0	0	
11/08/2006  14:59	0	0	
11/08/2006  15:59	0	0	
11/08/2006  16:59	0	0	
11/08/2006  17:59	0	0	
11/08/2006  18:59	0	0	
11/08/2006  19:59	1	3	
11/08/2006  20:59	0	0	
11/08/2006  21:59	0	0	
11/08/2006  22:59	0	0	
11/08/2006  23:59	0	0	
12/08/2006  00:59	0	0	
12/08/2006  01:59	0	0	
12/08/2006  02:59	0	1	
12/08/2006  03:59	1	0	
12/08/2006  04:59	0	0	
12/08/2006  05:59	8	0	
12/08/2006  06:59	0	0	
12/08/2006  07:59	0	0	
12/08/2006  08:59	0	1	
12/08/2006  09:59	1	1	
12/08/2006  10:59	0	0	
12/08/2006  11:59	0	0	
12/08/2006  12:59	0	0	
12/08/2006  13:59	0	0	
12/08/2006  14:59	0	0	
12/08/2006  15:59	0	0	
12/08/2006  16:59	0	0	
12/08/2006  17:59	0	0	
12/08/2006  18:59	0	0	
12/08/2006  19:59	0	0	
12/08/2006  20:59	1	0	
12/08/2006  21:59	1	0	
12/08/2006  22:59	2	0	
12/08/2006  23:59	4	0	
13/08/2006  00:59	9	0	
13/08/2006  01:59	16	2	
13/08/2006  02:59	4	0	
13/08/2006  03:59	0	0	
13/08/2006  04:59	0	0	
13/08/2006  05:59	0	0	
13/08/2006  06:59	0	0	
13/08/2006  07:59	0	0	
13/08/2006  08:59	0	0	
13/08/2006  09:59	1	0	
13/08/2006  10:59	0	0	
13/08/2006  11:59	0	0	
13/08/2006  12:59	3	0	
13/08/2006  13:59	0	0	
13/08/2006  14:59	4	0	
13/08/2006  15:59	0	0	
13/08/2006  16:59	1	0	
13/08/2006  17:59	0	0	
13/08/2006  18:59	0	0	
13/08/2006  19:59	0	0	
13/08/2006  20:59	0	0	
13/08/2006  21:59	0	0	
13/08/2006  22:59	0	0	
13/08/2006  23:59	0	0	
14/08/2006  00:59	0	0	
14/08/2006  01:59	1	0	
14/08/2006  02:59	0	0	
14/08/2006  03:59	0	0	
14/08/2006  04:59	1	0	
14/08/2006  05:59	7	0	
14/08/2006  06:59	0	0	
14/08/2006  07:59	1	0	
14/08/2006  08:59	0	0	
14/08/2006  09:59	0	0	
14/08/2006  10:59	0	0	
14/08/2006  11:59	0	0	
14/08/2006  12:59	0	0	
14/08/2006  13:59	0	0	
14/08/2006  14:59	0	0	
14/08/2006  15:59	0	0	
14/08/2006  16:59	0	0	
14/08/2006  17:59	9	0	
14/08/2006  18:59	3	0	
14/08/2006  19:59	0	0	
14/08/2006  20:59	0	0	
14/08/2006  21:59	0	0	
14/08/2006  22:59	2	3	
14/08/2006  23:59	2	0	
15/08/2006  00:59	0	0	
15/08/2006  01:59	0	0	
15/08/2006  02:59	0	0	
15/08/2006  03:59	0	0	
15/08/2006  04:59	0	0	
15/08/2006  05:59	1	0	
15/08/2006  06:59	0	0	
15/08/2006  07:59	0	0	
15/08/2006  08:59	0	0	
15/08/2006  09:59	0	0	
15/08/2006  10:59	0	0	
15/08/2006  11:59	0	0	
15/08/2006  12:59	0	0	
15/08/2006  13:59	0	0	
15/08/2006  14:59	0	0	
15/08/2006  15:59	0	0	
15/08/2006  16:59	0	0	
15/08/2006  17:59	0	0	
15/08/2006  18:59	0	0	
15/08/2006  19:59	0	0	
15/08/2006  20:59	5	1	
15/08/2006  21:59	0	0	
15/08/2006  22:59	0	0	
15/08/2006  23:59	0	0	
16/08/2006  00:59	0	0	
16/08/2006  01:59	0	0	
16/08/2006  02:59	6	0	
16/08/2006  03:59	0	0	
16/08/2006  04:59	0	0	
16/08/2006  05:59	0	0	
16/08/2006  06:59	0	0	
16/08/2006  07:59	0	0	
16/08/2006  08:59	6	1	
16/08/2006  09:59	0	0	
16/08/2006  10:59	0	0	
16/08/2006  11:59	0	0	
16/08/2006  12:59	0	0	
16/08/2006  13:59	0	0	
16/08/2006  14:59	2	1	
16/08/2006  15:59	0	0	
16/08/2006  16:59	0	0	
16/08/2006  17:59	0	0	
16/08/2006  18:59	0	0	
16/08/2006  19:59	0	0	
16/08/2006  20:59	1	0	
16/08/2006  21:59	0	0	
16/08/2006  22:59	0	0	
16/08/2006  23:59	0	0	
17/08/2006  00:59	0	0	
17/08/2006  01:59	0	0	
17/08/2006  02:59	0	0	
17/08/2006  03:59	0	0	
17/08/2006  04:59	0	0	
17/08/2006  05:59	0	0	
17/08/2006  06:59	0	0	
17/08/2006  07:59	0	0	
17/08/2006  08:59	6	0	
17/08/2006  09:59	0	0	
17/08/2006  10:59	0	0	
17/08/2006  11:59	0	1	
17/08/2006  12:59	0	0	
17/08/2006  13:59	0	0	
17/08/2006  14:59	0	0	
17/08/2006  15:59	0	0	
17/08/2006  16:59	0	0	
17/08/2006  17:59	3	0	
17/08/2006  18:59	0	0	
17/08/2006  19:59	0	0	
17/08/2006  20:59	7	1	
17/08/2006  21:59	10	0	
17/08/2006  22:59	1	0	
17/08/2006  23:59	0	1	
18/08/2006  00:59	0	0	
18/08/2006  01:59	0	0	
18/08/2006  02:59	0	0	
18/08/2006  03:59	0	0	
18/08/2006  04:59	0	0	
18/08/2006  05:59	0	0	
18/08/2006  06:59	0	0	
18/08/2006  07:59	0	0	
18/08/2006  08:59	0	0	
18/08/2006  09:59	0	0	
18/08/2006  10:59	1	0	
18/08/2006  11:59	0	0	
18/08/2006  12:59	0	0	
18/08/2006  13:59	0	0	
18/08/2006  14:59	0	0	
18/08/2006  15:59	0	0	
18/08/2006  16:59	0	0	
18/08/2006  17:59	4	1	
18/08/2006  18:59	0	0	
18/08/2006  19:59	1	0	
18/08/2006  20:59	0	0	
18/08/2006  21:59	1	0	
18/08/2006  22:59	4	0	
18/08/2006  23:59	1	0	
19/08/2006  00:59	0	0	
19/08/2006  01:59	0	0	
19/08/2006  02:59	0	0	
19/08/2006  03:59	0	0	
19/08/2006  04:59	0	0	
19/08/2006  05:59	3	0	
19/08/2006  06:59	5	0	
19/08/2006  07:59	0	0	
19/08/2006  08:59	0	0	
19/08/2006  09:59	0	0	
19/08/2006  10:59	0	0	
19/08/2006  11:59	0	0	
19/08/2006  12:59	0	0	
19/08/2006  13:59	0	0	
19/08/2006  14:59	0	0	
19/08/2006  15:59	0	0	
19/08/2006  16:59	0	0	
19/08/2006  17:59	2	1	
19/08/2006  18:59	0	0	
19/08/2006  19:59	8	3	
19/08/2006  20:59	2	2	
19/08/2006  21:59	1	0	
19/08/2006  22:59	0	0	
19/08/2006  23:59	0	0	
20/08/2006  00:59	6	0	
20/08/2006  01:59	0	0	
20/08/2006  02:59	0	0	
20/08/2006  03:59	0	0	
20/08/2006  04:59	1	0	
20/08/2006  05:59	0	0	
20/08/2006  06:59	2	0	
20/08/2006  07:59	0	0	
20/08/2006  08:59	0	0	
20/08/2006  09:59	1	0	
20/08/2006  10:59	0	0	
20/08/2006  11:59	0	0	
20/08/2006  12:59	0	0	
20/08/2006  13:59	0	0	
20/08/2006  14:59	6	1	
20/08/2006  15:59	0	0	
20/08/2006  16:59	0	0	
20/08/2006  17:59	0	0	
20/08/2006  18:59	0	0	
20/08/2006  19:59	0	1	
20/08/2006  20:59	0	1	
20/08/2006  21:59	0	0	
20/08/2006  22:59	0	0	
20/08/2006  23:59	0	0	
21/08/2006  00:59	0	0	
21/08/2006  01:59	0	0	
21/08/2006  02:59	0	0	
21/08/2006  03:59	0	0	
21/08/2006  04:59	1	1	
21/08/2006  05:59	0	0	
21/08/2006  06:59	0	0	
21/08/2006  07:59	0	0	
21/08/2006  08:59	0	0	
21/08/2006  09:59	0	0	
21/08/2006  10:59	0	0	
21/08/2006  11:59	0	0	
21/08/2006  12:59	1	0	
21/08/2006  13:59	2	1	
21/08/2006  14:59	4	0	
21/08/2006  15:59	0	0	
21/08/2006  16:59	0	0	
21/08/2006  17:59	0	0	
21/08/2006  18:59	0	0	
21/08/2006  19:59	0	0	
21/08/2006  20:59	0	0	
21/08/2006  21:59	0	0	
21/08/2006  22:59	0	0	
21/08/2006  23:59	0	0	
22/08/2006  00:59	0	0	
22/08/2006  01:59	0	0	
22/08/2006  02:59	0	0	
22/08/2006  03:59	0	0	
22/08/2006  04:59	0	0	
22/08/2006  05:59	0	0	
22/08/2006  06:59	0	0	
22/08/2006  07:59	0	0	
22/08/2006  08:59	0	0	
22/08/2006  09:59	0	0	
22/08/2006  10:59	0	0	
22/08/2006  11:59	0	0	
22/08/2006  12:59	0	0	
22/08/2006  13:59	0	0	
22/08/2006  14:59	0	0	
22/08/2006  15:59	0	0	
22/08/2006  16:59	0	0	
22/08/2006  17:59	0	0	
22/08/2006  18:59	0	0	
22/08/2006  19:59	0	0	
22/08/2006  20:59	0	0	
22/08/2006  21:59	0	0	
22/08/2006  22:59	3	0	
22/08/2006  23:59	0	0	
23/08/2006  00:59	1	1	
23/08/2006  01:59	0	0	
23/08/2006  02:59	6	0	
23/08/2006  03:59	0	0	
23/08/2006  04:59	0	0	
23/08/2006  05:59	0	0	
23/08/2006  06:59	0	0	
23/08/2006  07:59	0	0	
23/08/2006  08:59	0	0	
23/08/2006  09:59	0	0	
23/08/2006  10:59	0	0	
23/08/2006  11:59	0	0	
23/08/2006  12:59	0	0	
23/08/2006  13:59	0	0	
23/08/2006  14:59	0	0	
23/08/2006  15:59	0	0	
23/08/2006  16:59	0	0	
23/08/2006  17:59	0	0	
23/08/2006  18:59	1	0	
23/08/2006  19:59	0	0	
23/08/2006  20:59	0	0	
23/08/2006  21:59	0	0	
23/08/2006  22:59	0	0	
23/08/2006  23:59	0	0	
24/08/2006  00:59	0	0	
24/08/2006  01:59	2	2	
24/08/2006  02:59	4	0	
24/08/2006  03:59	3	0	
24/08/2006  04:59	1	0	
24/08/2006  05:59	0	0	
24/08/2006  06:59	0	0	
24/08/2006  07:59	0	0	
24/08/2006  08:59	0	0	
24/08/2006  09:59	0	0	
24/08/2006  10:59	0	0	
24/08/2006  11:59	0	0	
24/08/2006  12:59	0	0	
24/08/2006  13:59	0	0	
24/08/2006  14:59	3	0	
24/08/2006  15:59	10	0	
24/08/2006  16:59	0	0	
24/08/2006  17:59	2	0	
24/08/2006  18:59	0	0	
24/08/2006  19:59	1	0	
24/08/2006  20:59	0	0	
24/08/2006  21:59	0	0	
24/08/2006  22:59	0	0	
24/08/2006  23:59	2	0	
25/08/2006  00:59	0	0	
25/08/2006  01:59	0	0	
25/08/2006  02:59	0	0	
25/08/2006  03:59	0	0	
25/08/2006  04:59	5	0	
25/08/2006  05:59	0	0	
25/08/2006  06:59	0	0	
25/08/2006  07:59	0	0	
25/08/2006  08:59	0	0	
25/08/2006  09:59	1	0	
25/08/2006  10:59	0	0	
25/08/2006  11:59	0	0	
25/08/2006  12:59	0	0	
25/08/2006  13:59	0	0	
25/08/2006  14:59	0	0	
25/08/2006  15:59	0	0	
25/08/2006  16:59	0	0	
25/08/2006  17:59	0	0	
25/08/2006  18:59	0	0	
25/08/2006  19:59	0	0	
25/08/2006  20:59	1	0	
25/08/2006  21:59	2	0	
25/08/2006  22:59	6	0	
25/08/2006  23:59	0	0	
26/08/2006  00:59	0	3	
