RING,LAT,LON,LAT2,LON2,DATE_STR,TIME_STR,DATE_TIME,TRACKID,STAGE,SEX,ID
5143348,-42.73357,-34.9209,-42.55006,-34.99735,02/08/2004,3:00:00,02/08/2004 3:00,03015-7,Post-brood,F,32
5143348,-42.55006,-34.99735,-41.9502,-35.38192,02/08/2004,5:00:00,02/08/2004 5:00,03015-7,Post-brood,F,33
5143348,-41.9502,-35.38192,-41.24975,-35.73803,02/08/2004,7:00:00,02/08/2004 7:00,03015-7,Post-brood,F,34
5143348,-41.24975,-35.73803,-40.97161,-35.88604,02/08/2004,9:00:00,02/08/2004 9:00,03015-7,Post-brood,F,35
5143348,-40.97161,-35.88604,-40.35253,-36.30364,02/08/2004,10:00:00,02/08/2004 10:00,03015-7,Post-brood,F,36
5143348,-40.35253,-36.30364,-40.10131,-36.66392,02/08/2004,13:00:00,02/08/2004 13:00,03015-7,Post-brood,F,37
5143348,-40.10131,-36.66392,-40.03642,-36.69631,02/08/2004,14:00:00,02/08/2004 14:00,03015-7,Post-brood,F,38
5143348,-40.03642,-36.69631,-40.03636,-36.68691,02/08/2004,15:00:00,02/08/2004 15:00,03015-7,Post-brood,F,39
5143348,-40.03636,-36.68691,-40.03643,-36.67781,02/08/2004,16:00:00,02/08/2004 16:00,03015-7,Post-brood,F,40
5143348,-40.03643,-36.67781,-40.0361,-36.66902,02/08/2004,17:00:00,02/08/2004 17:00,03015-7,Post-brood,F,41
5143348,-40.0361,-36.66902,-40.03542,-36.65962,02/08/2004,18:00:00,02/08/2004 18:00,03015-7,Post-brood,F,42
5143348,-40.03542,-36.65962,-39.84623,-36.84518,02/08/2004,19:00:00,02/08/2004 19:00,03015-7,Post-brood,F,43
5143348,-39.84623,-36.84518,-39.85036,-36.82276,02/08/2004,20:00:00,02/08/2004 20:00,03015-7,Post-brood,F,44
5143348,-39.85036,-36.82276,-39.85407,-36.7995,02/08/2004,21:00:00,02/08/2004 21:00,03015-7,Post-brood,F,45
5143348,-39.85407,-36.7995,-39.85753,-36.77685,02/08/2004,22:00:00,02/08/2004 22:00,03015-7,Post-brood,F,46
5143348,-39.85753,-36.77685,-39.79786,-36.74271,02/08/2004,23:00:00,02/08/2004 23:00,03015-7,Post-brood,F,47
5143348,-39.79786,-36.74271,-39.68842,-36.80805,03/08/2004,2:00:00,03/08/2004 2:00,03015-7,Post-brood,F,48
5143348,-39.68842,-36.80805,-39.4085,-37.04766,03/08/2004,3:00:00,03/08/2004 3:00,03015-7,Post-brood,F,49
5143348,-39.4085,-37.04766,-39.34408,-37.10134,03/08/2004,4:00:00,03/08/2004 4:00,03015-7,Post-brood,F,50
5143348,-39.34408,-37.10134,-39.35558,-37.09354,03/08/2004,5:00:00,03/08/2004 5:00,03015-7,Post-brood,F,51
5143348,-39.35558,-37.09354,-39.36723,-37.08454,03/08/2004,6:00:00,03/08/2004 6:00,03015-7,Post-brood,F,52
5143348,-39.36723,-37.08454,-39.38046,-37.07268,03/08/2004,7:00:00,03/08/2004 7:00,03015-7,Post-brood,F,53
5143348,-39.38046,-37.07268,-39.39171,-37.0632,03/08/2004,8:00:00,03/08/2004 8:00,03015-7,Post-brood,F,54
5143348,-39.39171,-37.0632,-39.40164,-37.05344,03/08/2004,9:00:00,03/08/2004 9:00,03015-7,Post-brood,F,55
5143348,-39.40164,-37.05344,-39.4465,-37.01583,03/08/2004,10:00:00,03/08/2004 10:00,03015-7,Post-brood,F,56
5143348,-39.4465,-37.01583,-39.46175,-37.00643,03/08/2004,14:00:00,03/08/2004 14:00,03015-7,Post-brood,F,57
5143348,-39.46175,-37.00643,-39.47732,-36.99611,03/08/2004,15:00:00,03/08/2004 15:00,03015-7,Post-brood,F,58
5143348,-39.47732,-36.99611,-39.50282,-37.04729,03/08/2004,16:00:00,03/08/2004 16:00,03015-7,Post-brood,F,59
5143348,-39.50282,-37.04729,-39.56114,-37.27286,03/08/2004,18:00:00,03/08/2004 18:00,03015-7,Post-brood,F,60
5143348,-39.56114,-37.27286,-39.35999,-37.31218,03/08/2004,19:00:00,03/08/2004 19:00,03015-7,Post-brood,F,61
5143348,-39.35999,-37.31218,-39.1814,-37.17281,03/08/2004,20:00:00,03/08/2004 20:00,03015-7,Post-brood,F,62
5143348,-39.1814,-37.17281,-39.20009,-37.16919,03/08/2004,21:00:00,03/08/2004 21:00,03015-7,Post-brood,F,63
5143348,-39.20009,-37.16919,-39.21959,-37.15571,03/08/2004,22:00:00,03/08/2004 22:00,03015-7,Post-brood,F,64
5143348,-39.21959,-37.15571,-39.22255,-37.14654,03/08/2004,23:00:00,03/08/2004 23:00,03015-7,Post-brood,F,65
5143348,-39.22255,-37.14654,-39.24985,-37.13861,04/08/2004,0:00:00,04/08/2004 0:00,03015-7,Post-brood,F,66
5143348,-39.24985,-37.13861,-39.26877,-37.1346,04/08/2004,1:00:00,04/08/2004 1:00,03015-7,Post-brood,F,67
5143348,-39.26877,-37.1346,-39.27977,-37.12986,04/08/2004,3:00:00,04/08/2004 3:00,03015-7,Post-brood,F,68
5143348,-39.27977,-37.12986,-39.24503,-37.19616,04/08/2004,4:00:00,04/08/2004 4:00,03015-7,Post-brood,F,69
5143348,-39.24503,-37.19616,-39.3148,-37.71676,04/08/2004,5:00:00,04/08/2004 5:00,03015-7,Post-brood,F,70
5143348,-39.3148,-37.71676,-39.39679,-38.09674,04/08/2004,10:00:00,04/08/2004 10:00,03015-7,Post-brood,F,71
5143348,-39.39679,-38.09674,-39.42366,-38.07913,04/08/2004,12:00:00,04/08/2004 12:00,03015-7,Post-brood,F,72
5143348,-39.42366,-38.07913,-39.43409,-38.07376,04/08/2004,14:00:00,04/08/2004 14:00,03015-7,Post-brood,F,73
5143348,-39.43409,-38.07376,-39.45039,-38.08757,04/08/2004,15:00:00,04/08/2004 15:00,03015-7,Post-brood,F,74
5143348,-39.45039,-38.08757,-39.45743,-38.08966,04/08/2004,16:00:00,04/08/2004 16:00,03015-7,Post-brood,F,75
5143348,-39.45743,-38.08966,-39.4626,-38.09082,04/08/2004,17:00:00,04/08/2004 17:00,03015-7,Post-brood,F,76
5143348,-39.4626,-38.09082,-39.58854,-38.3815,04/08/2004,18:00:00,04/08/2004 18:00,03015-7,Post-brood,F,77
5143348,-39.58854,-38.3815,-39.77535,-38.91054,04/08/2004,19:00:00,04/08/2004 19:00,03015-7,Post-brood,F,78
5143348,-39.77535,-38.91054,-40.03157,-39.45628,04/08/2004,20:00:00,04/08/2004 20:00,03015-7,Post-brood,F,79
5143348,-40.03157,-39.45628,-40.03535,-39.45581,04/08/2004,21:00:00,04/08/2004 21:00,03015-7,Post-brood,F,80
5143348,-40.03535,-39.45581,-40.03934,-39.45666,04/08/2004,22:00:00,04/08/2004 22:00,03015-7,Post-brood,F,81
5143348,-40.03934,-39.45666,-40.12004,-39.61224,04/08/2004,23:00:00,04/08/2004 23:00,03015-7,Post-brood,F,82
5143348,-40.12004,-39.61224,-40.72559,-40.53564,05/08/2004,0:00:00,05/08/2004 0:00,03015-7,Post-brood,F,83
5143348,-40.72559,-40.53564,-40.97568,-40.88993,05/08/2004,3:00:00,05/08/2004 3:00,03015-7,Post-brood,F,84
5143348,-40.97568,-40.88993,-42.60261,-43.18033,05/08/2004,4:00:00,05/08/2004 4:00,03015-7,Post-brood,F,85
5143348,-42.60261,-43.18033,-42.80354,-44.70993,05/08/2004,11:00:00,05/08/2004 11:00,03015-7,Post-brood,F,86
5143348,-42.80354,-44.70993,-42.77442,-45.55001,05/08/2004,14:00:00,05/08/2004 14:00,03015-7,Post-brood,F,87
5143348,-42.77442,-45.55001,-42.80504,-46.35021,05/08/2004,15:00:00,05/08/2004 15:00,03015-7,Post-brood,F,88
5143348,-42.80504,-46.35021,-42.72204,-47.23278,05/08/2004,16:00:00,05/08/2004 16:00,03015-7,Post-brood,F,89
5143348,-42.72204,-47.23278,-42.63932,-48.14348,05/08/2004,17:00:00,05/08/2004 17:00,03015-7,Post-brood,F,90
5143348,-42.63932,-48.14348,-42.62293,-48.83227,05/08/2004,18:00:00,05/08/2004 18:00,03015-7,Post-brood,F,91
5143348,-42.62293,-48.83227,-42.65434,-49.2231,05/08/2004,19:00:00,05/08/2004 19:00,03015-7,Post-brood,F,92
5143348,-42.65434,-49.2231,-42.74335,-49.66223,05/08/2004,20:00:00,05/08/2004 20:00,03015-7,Post-brood,F,93
5143348,-42.74335,-49.66223,-42.74382,-49.65778,05/08/2004,23:00:00,05/08/2004 23:00,03015-7,Post-brood,F,94
5143348,-42.74382,-49.65778,-42.74299,-49.65466,06/08/2004,0:00:00,06/08/2004 0:00,03015-7,Post-brood,F,95
5143348,-42.74299,-49.65466,-42.74209,-49.65494,06/08/2004,1:00:00,06/08/2004 1:00,03015-7,Post-brood,F,96
5143348,-42.74209,-49.65494,-42.87878,-51.18878,06/08/2004,2:00:00,06/08/2004 2:00,03015-7,Post-brood,F,97
5143348,-42.87878,-51.18878,-43.22547,-52.23109,06/08/2004,6:00:00,06/08/2004 6:00,03015-7,Post-brood,F,98
5143348,-43.22547,-52.23109,-43.33224,-52.81467,06/08/2004,9:00:00,06/08/2004 9:00,03015-7,Post-brood,F,99
5143348,-43.33224,-52.81467,-43.31109,-52.81609,06/08/2004,11:00:00,06/08/2004 11:00,03015-7,Post-brood,F,100
5143348,-43.31109,-52.81609,-43.27022,-52.82045,06/08/2004,12:00:00,06/08/2004 12:00,03015-7,Post-brood,F,101
5143348,-43.27022,-52.82045,-43.24508,-53.18856,06/08/2004,14:00:00,06/08/2004 14:00,03015-7,Post-brood,F,102
5143348,-43.24508,-53.18856,-43.21378,-53.50057,06/08/2004,15:00:00,06/08/2004 15:00,03015-7,Post-brood,F,103
5143348,-43.21378,-53.50057,-43.07074,-54.18799,06/08/2004,16:00:00,06/08/2004 16:00,03015-7,Post-brood,F,104
5143348,-43.07074,-54.18799,-42.91553,-54.74849,06/08/2004,17:00:00,06/08/2004 17:00,03015-7,Post-brood,F,105
5143348,-42.91553,-54.74849,-42.95149,-55.03361,06/08/2004,18:00:00,06/08/2004 18:00,03015-7,Post-brood,F,106
5143348,-42.95149,-55.03361,-43.00994,-55.39978,06/08/2004,19:00:00,06/08/2004 19:00,03015-7,Post-brood,F,107
5143348,-43.00994,-55.39978,-43.06342,-55.58987,06/08/2004,20:00:00,06/08/2004 20:00,03015-7,Post-brood,F,108
5143348,-43.06342,-55.58987,-43.08453,-55.63741,06/08/2004,21:00:00,06/08/2004 21:00,03015-7,Post-brood,F,109
5143348,-43.08453,-55.63741,-43.10688,-55.65156,06/08/2004,22:00:00,06/08/2004 22:00,03015-7,Post-brood,F,110
5143348,-43.10688,-55.65156,-43.12887,-55.66449,06/08/2004,23:00:00,06/08/2004 23:00,03015-7,Post-brood,F,111
5143348,-43.12887,-55.66449,-43.14896,-55.67447,07/08/2004,0:00:00,07/08/2004 0:00,03015-7,Post-brood,F,112
5143348,-43.14896,-55.67447,-43.18774,-55.69159,07/08/2004,1:00:00,07/08/2004 1:00,03015-7,Post-brood,F,113
5143348,-43.18774,-55.69159,-43.22126,-55.71879,07/08/2004,3:00:00,07/08/2004 3:00,03015-7,Post-brood,F,114
5143348,-43.22126,-55.71879,-43.23641,-55.7236,07/08/2004,5:00:00,07/08/2004 5:00,03015-7,Post-brood,F,115
5143348,-43.23641,-55.7236,-43.3052,-55.78982,07/08/2004,6:00:00,07/08/2004 6:00,03015-7,Post-brood,F,116
5143348,-43.3052,-55.78982,-43.37681,-56.03297,07/08/2004,10:00:00,07/08/2004 10:00,03015-7,Post-brood,F,117
5143348,-43.37681,-56.03297,-43.62062,-57.11101,07/08/2004,11:00:00,07/08/2004 11:00,03015-7,Post-brood,F,118
5143348,-43.62062,-57.11101,-43.61734,-57.11492,07/08/2004,14:00:00,07/08/2004 14:00,03015-7,Post-brood,F,119
5143348,-43.61734,-57.11492,-43.61512,-57.11867,07/08/2004,15:00:00,07/08/2004 15:00,03015-7,Post-brood,F,120
5143348,-43.61512,-57.11867,-43.603,-57.16519,07/08/2004,16:00:00,07/08/2004 16:00,03015-7,Post-brood,F,121
5143348,-43.603,-57.16519,-43.5805,-57.15574,07/08/2004,18:00:00,07/08/2004 18:00,03015-7,Post-brood,F,122
5143348,-43.5805,-57.15574,-43.70593,-57.46225,07/08/2004,19:00:00,07/08/2004 19:00,03015-7,Post-brood,F,123
5143348,-43.70593,-57.46225,-43.81954,-57.84436,07/08/2004,20:00:00,07/08/2004 20:00,03015-7,Post-brood,F,124
5143348,-43.81954,-57.84436,-43.94993,-58.10894,07/08/2004,21:00:00,07/08/2004 21:00,03015-7,Post-brood,F,125
5143348,-43.94993,-58.10894,-43.95622,-58.09688,08/08/2004,0:00:00,08/08/2004 0:00,03015-7,Post-brood,F,126
5143348,-43.95622,-58.09688,-43.96124,-58.08504,08/08/2004,1:00:00,08/08/2004 1:00,03015-7,Post-brood,F,127
5143348,-43.96124,-58.08504,-43.96304,-58.08138,08/08/2004,2:00:00,08/08/2004 2:00,03015-7,Post-brood,F,128
5143348,-43.96304,-58.08138,-43.96626,-58.07165,08/08/2004,3:00:00,08/08/2004 3:00,03015-7,Post-brood,F,129
5143348,-43.96626,-58.07165,-43.96882,-58.06197,08/08/2004,4:00:00,08/08/2004 4:00,03015-7,Post-brood,F,130
5143348,-43.96882,-58.06197,-44.24629,-58.41769,08/08/2004,5:00:00,08/08/2004 5:00,03015-7,Post-brood,F,131
5143348,-44.24629,-58.41769,-44.51776,-58.81446,08/08/2004,6:00:00,08/08/2004 6:00,03015-7,Post-brood,F,132
5143348,-44.51776,-58.81446,-44.31674,-58.87132,08/08/2004,7:00:00,08/08/2004 7:00,03015-7,Post-brood,F,133
5143348,-44.31674,-58.87132,-44.29414,-58.84514,08/08/2004,11:00:00,08/08/2004 11:00,03015-7,Post-brood,F,134
5143348,-44.29414,-58.84514,-44.28776,-58.84142,08/08/2004,14:00:00,08/08/2004 14:00,03015-7,Post-brood,F,135
5143348,-44.28776,-58.84142,-44.28179,-58.83655,08/08/2004,15:00:00,08/08/2004 15:00,03015-7,Post-brood,F,136
5143348,-44.28179,-58.83655,-44.27305,-58.83086,08/08/2004,16:00:00,08/08/2004 16:00,03015-7,Post-brood,F,137
5143348,-44.27305,-58.83086,-44.26779,-58.828,08/08/2004,18:00:00,08/08/2004 18:00,03015-7,Post-brood,F,138
5143348,-44.26779,-58.828,-44.30853,-58.52587,08/08/2004,19:00:00,08/08/2004 19:00,03015-7,Post-brood,F,139
5143348,-44.30853,-58.52587,-44.59839,-58.74155,08/08/2004,20:00:00,08/08/2004 20:00,03015-7,Post-brood,F,140
5143348,-44.59839,-58.74155,-44.74042,-59.0426,08/08/2004,21:00:00,08/08/2004 21:00,03015-7,Post-brood,F,141
5143348,-44.74042,-59.0426,-44.73747,-59.04038,08/08/2004,22:00:00,08/08/2004 22:00,03015-7,Post-brood,F,142
5143348,-44.73747,-59.04038,-44.73597,-59.03608,08/08/2004,23:00:00,08/08/2004 23:00,03015-7,Post-brood,F,143
5143348,-44.73597,-59.03608,-44.73352,-59.02313,09/08/2004,0:00:00,09/08/2004 0:00,03015-7,Post-brood,F,144
5143348,-44.73352,-59.02313,-44.72869,-59.00921,09/08/2004,2:00:00,09/08/2004 2:00,03015-7,Post-brood,F,145
5143348,-44.72869,-59.00921,-44.72351,-58.99949,09/08/2004,3:00:00,09/08/2004 3:00,03015-7,Post-brood,F,146
5143348,-44.72351,-58.99949,-44.71823,-58.99551,09/08/2004,4:00:00,09/08/2004 4:00,03015-7,Post-brood,F,147
5143348,-44.71823,-58.99551,-44.69751,-58.98668,09/08/2004,5:00:00,09/08/2004 5:00,03015-7,Post-brood,F,148
5143348,-44.69751,-58.98668,-44.69024,-58.98606,09/08/2004,8:00:00,09/08/2004 8:00,03015-7,Post-brood,F,149
5143348,-44.69024,-58.98606,-44.68331,-58.98622,09/08/2004,9:00:00,09/08/2004 9:00,03015-7,Post-brood,F,150
5143348,-44.68331,-58.98622,-45.01894,-59.3222,09/08/2004,10:00:00,09/08/2004 10:00,03015-7,Post-brood,F,151
5143348,-45.01894,-59.3222,-44.99805,-59.30855,09/08/2004,12:00:00,09/08/2004 12:00,03015-7,Post-brood,F,152
5143348,-44.99805,-59.30855,-44.98806,-59.30073,09/08/2004,14:00:00,09/08/2004 14:00,03015-7,Post-brood,F,153
5143348,-44.98806,-59.30073,-44.95834,-59.29146,09/08/2004,15:00:00,09/08/2004 15:00,03015-7,Post-brood,F,154
5143348,-44.95834,-59.29146,-44.95802,-59.31973,09/08/2004,17:00:00,09/08/2004 17:00,03015-7,Post-brood,F,155
5143348,-44.95802,-59.31973,-44.93509,-59.32382,09/08/2004,19:00:00,09/08/2004 19:00,03015-7,Post-brood,F,156
5143348,-44.93509,-59.32382,-45.0525,-59.34018,09/08/2004,20:00:00,09/08/2004 20:00,03015-7,Post-brood,F,157
5143348,-45.0525,-59.34018,-45.01062,-59.33825,09/08/2004,22:00:00,09/08/2004 22:00,03015-7,Post-brood,F,158
5143348,-45.01062,-59.33825,-45.38293,-59.1408,10/08/2004,0:00:00,10/08/2004 0:00,03015-7,Post-brood,F,159
5143348,-45.38293,-59.1408,-45.69999,-59.04955,10/08/2004,3:00:00,10/08/2004 3:00,03015-7,Post-brood,F,160
5143348,-45.69999,-59.04955,-45.69759,-59.06488,10/08/2004,4:00:00,10/08/2004 4:00,03015-7,Post-brood,F,161
5143348,-45.69759,-59.06488,-46.28957,-58.58743,10/08/2004,5:00:00,10/08/2004 5:00,03015-7,Post-brood,F,162
5143348,-46.28957,-58.58743,-46.33267,-58.49768,10/08/2004,7:00:00,10/08/2004 7:00,03015-7,Post-brood,F,163
5143348,-46.33267,-58.49768,-46.41386,-58.3921,10/08/2004,9:00:00,10/08/2004 9:00,03015-7,Post-brood,F,164
5143348,-46.41386,-58.3921,-46.66607,-58.10581,10/08/2004,10:00:00,10/08/2004 10:00,03015-7,Post-brood,F,165
5143348,-46.66607,-58.10581,-46.86491,-57.88639,10/08/2004,12:00:00,10/08/2004 12:00,03015-7,Post-brood,F,166
5143348,-46.86491,-57.88639,-46.97362,-57.79526,10/08/2004,13:00:00,10/08/2004 13:00,03015-7,Post-brood,F,167
5143348,-46.97362,-57.79526,-46.96592,-57.78854,10/08/2004,14:00:00,10/08/2004 14:00,03015-7,Post-brood,F,168
5143348,-46.96592,-57.78854,-46.96076,-57.782,10/08/2004,15:00:00,10/08/2004 15:00,03015-7,Post-brood,F,169
5143348,-46.96076,-57.782,-46.95758,-57.7779,10/08/2004,16:00:00,10/08/2004 16:00,03015-7,Post-brood,F,170
5143348,-46.95758,-57.7779,-46.95296,-57.77475,10/08/2004,17:00:00,10/08/2004 17:00,03015-7,Post-brood,F,171
5143348,-46.95296,-57.77475,-46.95148,-57.76611,10/08/2004,18:00:00,10/08/2004 18:00,03015-7,Post-brood,F,172
5143348,-46.95148,-57.76611,-46.95633,-57.77492,10/08/2004,20:00:00,10/08/2004 20:00,03015-7,Post-brood,F,173
5143348,-46.95633,-57.77492,-46.95497,-57.76865,10/08/2004,21:00:00,10/08/2004 21:00,03015-7,Post-brood,F,174
5143348,-46.95497,-57.76865,-46.95934,-57.76575,10/08/2004,22:00:00,10/08/2004 22:00,03015-7,Post-brood,F,175
5143348,-46.95934,-57.76575,-46.96793,-57.76081,10/08/2004,23:00:00,10/08/2004 23:00,03015-7,Post-brood,F,176
5143348,-46.96793,-57.76081,-46.98289,-57.74126,11/08/2004,0:00:00,11/08/2004 0:00,03015-7,Post-brood,F,177
5143348,-46.98289,-57.74126,-46.99071,-57.73067,11/08/2004,2:00:00,11/08/2004 2:00,03015-7,Post-brood,F,178
5143348,-46.99071,-57.73067,-47.47277,-57.35532,11/08/2004,3:00:00,11/08/2004 3:00,03015-7,Post-brood,F,179
5143348,-47.47277,-57.35532,-47.49317,-57.31894,11/08/2004,12:00:00,11/08/2004 12:00,03015-7,Post-brood,F,180
5143348,-47.49317,-57.31894,-47.50662,-57.26628,11/08/2004,13:00:00,11/08/2004 13:00,03015-7,Post-brood,F,181
5143348,-47.50662,-57.26628,-47.51461,-57.25367,11/08/2004,14:00:00,11/08/2004 14:00,03015-7,Post-brood,F,182
5143348,-47.51461,-57.25367,-47.51907,-57.18765,11/08/2004,15:00:00,11/08/2004 15:00,03015-7,Post-brood,F,183
5143348,-47.51907,-57.18765,-47.54906,-57.05178,11/08/2004,16:00:00,11/08/2004 16:00,03015-7,Post-brood,F,184
5143348,-47.54906,-57.05178,-47.60821,-57.02116,11/08/2004,17:00:00,11/08/2004 17:00,03015-7,Post-brood,F,185
5143348,-47.60821,-57.02116,-47.72133,-57.2094,11/08/2004,18:00:00,11/08/2004 18:00,03015-7,Post-brood,F,186
5143348,-47.72133,-57.2094,-47.73729,-57.22965,11/08/2004,21:00:00,11/08/2004 21:00,03015-7,Post-brood,F,187
5143348,-47.73729,-57.22965,-47.74756,-57.23514,11/08/2004,23:00:00,11/08/2004 23:00,03015-7,Post-brood,F,188
5143348,-47.74756,-57.23514,-47.75832,-57.2342,12/08/2004,0:00:00,12/08/2004 0:00,03015-7,Post-brood,F,189
5143348,-47.75832,-57.2342,-47.76975,-57.22973,12/08/2004,1:00:00,12/08/2004 1:00,03015-7,Post-brood,F,190
5143348,-47.76975,-57.22973,-47.78065,-57.2245,12/08/2004,2:00:00,12/08/2004 2:00,03015-7,Post-brood,F,191
5143348,-47.78065,-57.2245,-47.78937,-57.21971,12/08/2004,3:00:00,12/08/2004 3:00,03015-7,Post-brood,F,192
5143348,-47.78937,-57.21971,-47.81406,-57.22575,12/08/2004,4:00:00,12/08/2004 4:00,03015-7,Post-brood,F,193
5143348,-47.81406,-57.22575,-47.82801,-57.2262,12/08/2004,6:00:00,12/08/2004 6:00,03015-7,Post-brood,F,194
5143348,-47.82801,-57.2262,-48.12901,-56.24603,12/08/2004,7:00:00,12/08/2004 7:00,03015-7,Post-brood,F,195
5143348,-48.12901,-56.24603,-48.67723,-54.71483,12/08/2004,11:00:00,12/08/2004 11:00,03015-7,Post-brood,F,196
5143348,-48.67723,-54.71483,-48.97495,-53.85481,12/08/2004,14:00:00,12/08/2004 14:00,03015-7,Post-brood,F,197
5143348,-48.97495,-53.85481,-49.22347,-52.73109,12/08/2004,15:00:00,12/08/2004 15:00,03015-7,Post-brood,F,198
5143348,-49.22347,-52.73109,-49.49342,-51.8755,12/08/2004,17:00:00,12/08/2004 17:00,03015-7,Post-brood,F,199
5143348,-49.49342,-51.8755,-49.71794,-50.9944,12/08/2004,18:00:00,12/08/2004 18:00,03015-7,Post-brood,F,200
5143348,-49.71794,-50.9944,-49.96955,-50.53473,12/08/2004,19:00:00,12/08/2004 19:00,03015-7,Post-brood,F,201
5143348,-49.96955,-50.53473,-49.97731,-50.5392,12/08/2004,21:00:00,12/08/2004 21:00,03015-7,Post-brood,F,202
5143348,-49.97731,-50.5392,-49.99895,-50.54367,12/08/2004,22:00:00,12/08/2004 22:00,03015-7,Post-brood,F,203
5143348,-49.99895,-50.54367,-50.00835,-50.546,13/08/2004,1:00:00,13/08/2004 1:00,03015-7,Post-brood,F,204
5143348,-50.00835,-50.546,-50.01127,-50.52705,13/08/2004,2:00:00,13/08/2004 2:00,03015-7,Post-brood,F,205
5143348,-50.01127,-50.52705,-50.01664,-50.52188,13/08/2004,3:00:00,13/08/2004 3:00,03015-7,Post-brood,F,206
5143348,-50.01664,-50.52188,-50.03838,-50.50133,13/08/2004,4:00:00,13/08/2004 4:00,03015-7,Post-brood,F,207
